3.264799500000000165e+01,2.733445800000000148e+01,1.877723900000000157e+01,3.255814500000000322e+01,1.498762680000000103e+02,2.957862400000000136e+01,3.780034400000000261e+01,1.334580499999999859e+02,4.508546799999999877e+01,3.234211499999999972e+01,1.427270880000000091e+02,3.736649500000000046e+01,2.605626200000000026e+01,1.394155120000000068e+02,4.051975399999999894e+01,0.000000000000000000e+00
4.516679299999999841e+01,2.611701899999999910e+01,1.864519599999999855e+01,3.156709800000000143e+01,1.389659450000000049e+02,2.002236999999999867e+01,3.317681900000000184e+01,1.328066300000000126e+02,2.138126300000000057e+01,2.820157999999999987e+01,1.388547370000000001e+02,1.480846499999999999e+01,2.632957000000000036e+01,1.283947809999999947e+02,2.340023499999999856e+01,0.000000000000000000e+00
2.082658800000000099e+01,3.592639700000000147e+01,3.994340900000000261e+01,2.025712599999999952e+01,8.865196799999999655e+01,2.978106000000000009e+01,1.781254600000000110e+01,1.026836639999999932e+02,1.675154799999999966e+01,1.124799600000000055e+01,1.032646770000000060e+02,1.800006300000000081e+01,1.558464599999999933e+01,8.251534200000000396e+01,2.304570400000000063e+01,0.000000000000000000e+00
3.132725599999999844e+01,2.448290199999999928e+01,2.707369299999999868e+01,2.289441400000000115e+01,6.453788500000000283e+01,4.777526900000000154e+01,1.625646599999999964e+01,8.980329299999999648e+01,4.014662700000000228e+01,9.443338000000000676e+00,9.132747100000000273e+01,3.544882199999999983e+01,1.444606399999999979e+01,7.170236300000000540e+01,3.504752299999999821e+01,0.000000000000000000e+00
2.816462500000000091e+01,3.102861899999999906e+01,2.356819399999999831e+01,2.146845700000000079e+01,1.417508090000000038e+02,2.138641600000000054e+01,2.932311199999999829e+01,1.297729490000000112e+02,3.885203099999999665e+01,2.426464100000000101e+01,1.383091619999999864e+02,3.332145100000000326e+01,2.323164399999999929e+01,1.294522430000000099e+02,3.081985299999999839e+01,0.000000000000000000e+00
3.949393299999999840e+01,3.082501699999999900e+01,3.779871500000000140e+01,4.878940699999999708e+01,1.015691520000000025e+02,2.954331000000000174e+01,6.240897300000000314e+01,1.021756349999999998e+02,6.556614999999999327e+01,5.930160200000000259e+01,1.121618720000000025e+02,5.542765599999999893e+01,6.056579599999999886e+01,1.028605900000000020e+02,4.948965900000000318e+01,0.000000000000000000e+00
4.663640999999999792e+01,2.787152599999999936e+01,2.580826100000000167e+01,2.254751500000000064e+01,6.981905999999999324e+01,4.255666999999999689e+01,1.697136300000000020e+01,8.554401699999999664e+01,3.649695200000000028e+01,1.128850000000000087e+01,7.554252999999999929e+01,3.925125299999999839e+01,1.653942299999999932e+01,4.863737700000000075e+01,2.901938399999999874e+01,0.000000000000000000e+00
4.504256800000000283e+01,1.996187099999999859e+01,1.189303300000000085e+01,1.360390300000000074e+01,3.227880300000000346e+01,2.738889299999999949e+01,7.747609999999999886e+00,1.779741699999999938e+01,5.794514999999999638e+00,2.940872000000000153e+00,1.649211599999999933e+01,1.481792999999999916e+00,9.127501999999999782e+00,8.934991999999999379e+00,6.483259999999999579e+00,0.000000000000000000e+00
4.729911200000000093e+01,3.265963699999999648e+01,2.545592500000000058e+01,3.367401100000000014e+01,5.276665200000000056e+01,4.379278899999999908e+01,2.917572600000000094e+01,9.706390600000000290e+01,2.438493100000000169e+01,2.747344100000000111e+01,1.045834609999999998e+02,2.457246800000000064e+01,3.206435100000000205e+01,9.446018200000000320e+01,2.223090200000000038e+01,0.000000000000000000e+00
4.648311199999999843e+01,3.087105000000000032e+01,3.627754699999999843e+01,4.049348200000000020e+01,9.678761099999999828e+01,3.959118399999999838e+01,3.815922700000000134e+01,1.102603919999999960e+02,3.018150899999999837e+01,3.041184300000000107e+01,1.195190699999999993e+02,3.000676199999999838e+01,2.641800299999999879e+01,1.226063419999999979e+02,3.331041700000000105e+01,0.000000000000000000e+00
